date,oblast,predicted_risk,actual_risk,lower_95,upper_95
2024-02-01,Vostochno-kazachstanskaya,36.02501395861946,38.72477913884548,23.341179873889814,48.70884804334911
2024-03-01,Vostochno-kazachstanskaya,24.949853527424217,38.40608105945368,12.266019442694573,37.633687612153864
2024-04-01,Vostochno-kazachstanskaya,11.785814323109939,20.960682313492846,-0.8980197616197056,24.469648407839586
2024-05-01,Vostochno-kazachstanskaya,9.507896450522955,3.0626214754125876,-3.17593763420669,22.1917305352526
2024-06-01,Vostochno-kazachstanskaya,10.911424432760468,1.9507602469141894,-1.772409651969177,23.595258517490112
2024-07-01,Vostochno-kazachstanskaya,13.237527981785195,2.039424374424179,0.5536938970555507,25.92136206651484
2024-08-01,Vostochno-kazachstanskaya,15.571707306381649,10.541124151861194,2.887873221652004,28.255541391111294
2024-09-01,Vostochno-kazachstanskaya,16.88939391084664,21.667417044695792,4.205559826116994,29.573227995576282
2024-10-01,Vostochno-kazachstanskaya,20.995265038897504,25.8443434132319,8.311430954167859,33.67909912362715
2024-11-01,Vostochno-kazachstanskaya,29.89824481331963,37.23242409111206,17.214410728589982,42.582078898049275
2024-12-01,Vostochno-kazachstanskaya,37.70913235997686,39.024621241369935,25.025298275247216,50.39296644470651
2024-01-01,Yujno-kazachstanskaya,25.266317890829214,32.80493175249418,12.58248380609957,37.95015197555886
2024-02-01,Yujno-kazachstanskaya,21.14851780557675,30.266738982681908,8.464683720847104,33.83235189030639
2024-03-01,Yujno-kazachstanskaya,18.12690554307837,17.583690341997176,5.443071458348724,30.81073962780801
2024-04-01,Yujno-kazachstanskaya,18.388233717998318,12.879113552800241,5.7043996332686735,31.072067802727965
2024-05-01,Yujno-kazachstanskaya,19.794639840267454,12.636082494698062,7.110805755537809,32.4784739249971
2024-06-01,Yujno-kazachstanskaya,20.52660494475016,25.095263179319822,7.842770860020517,33.21043902947981
2024-07-01,Yujno-kazachstanskaya,21.931664201907058,22.139291917698003,9.247830117177413,34.6154982866367
2024-08-01,Yujno-kazachstanskaya,23.715033389330188,25.618169539825935,11.031199304600543,36.398867474059834
2024-09-01,Yujno-kazachstanskaya,26.154044557062818,25.53339954396873,13.470210472333173,38.837878641792464
2024-10-01,Yujno-kazachstanskaya,29.30428326620988,24.858864300718395,16.620449181480232,41.988117350939525
2024-11-01,Yujno-kazachstanskaya,31.64622283567518,21.1624362334311,18.962388750945536,44.33005692040482
2024-12-01,Yujno-kazachstanskaya,31.720329445565294,32.98804215074977,19.03649536083565,44.40416353029494
2024-01-01,Zapadno-kazachstanskaya,33.611181666818695,39.178013992469616,20.927347582089048,46.29501575154834
2024-02-01,Zapadno-kazachstanskaya,27.433046536985675,36.914439835277605,14.74921245225603,40.11688062171532
2024-03-01,Zapadno-kazachstanskaya,14.449696075887655,26.328292939306714,1.76586199115801,27.133530160617298
2024-04-01,Zapadno-kazachstanskaya,10.906225073008871,21.831787634833262,-1.7776090117207737,23.590059157738516
2024-05-01,Zapadno-kazachstanskaya,11.847553163973956,14.508278316564226,-0.8362809207556889,24.531387248703602
2024-06-01,Zapadno-kazachstanskaya,13.485247601984714,13.883963750364074,0.8014135172550692,26.169081686714357
2024-07-01,Zapadno-kazachstanskaya,16.008933287363224,15.781639107540876,3.325099202633579,28.692767372092867
2024-08-01,Zapadno-kazachstanskaya,16.977370940077403,16.67536904713383,4.293536855347758,29.661205024807046
2024-09-01,Zapadno-kazachstanskaya,17.851147873241764,34.04386995420841,5.16731378851212,30.53498195797141
2024-10-01,Zapadno-kazachstanskaya,19.758759753478913,18.548556721660287,7.074925668749268,32.44259383820856
2024-11-01,Zapadno-kazachstanskaya,24.002720016368393,16.58260991733233,11.318885931638748,36.68655410109804
2024-12-01,Zapadno-kazachstanskaya,31.032904428259908,32.44274561087231,18.349070343530265,43.71673851298955
